044651747X,medium
60801263,good
61030147,medium
140250964,good
446527165,Null
671461494,good
385337639,good
039575514X,good
451206673,Null
330332775,Null
486284735,good
671021745,medium
671047612,medium
671504282,medium
399138684,Null
785263292,medium
830714014,Null
345354931,Null
553278223,good
3150000335,good
3257203659,Null
3257207522,good
3257208626,good
3257208634,good
3257208669,good
3257210450,good
3257212054,good
3257212429,good
3257214154,good
3257216416,Null
3257233051,good
342311360X,good
3423116714,Null
3423241489,Null
3426605686,good
3453212150,Null
3462021095,Null
3492045642,medium
3498020862,Null
3499110695,good
3499151502,good
3518111000,Null
3548254268,good
3570300099,medium
3596292646,medium
60977493,Null
312872682,medium
316602906,Null
316693006,good
345311396,medium
345378490,Null
345404793,Null
345433173,good
375400117,good
375705856,Null
380717018,Null
380718332,Null
380754509,Null
038076654X,Null
380807866,Null
385316895,good
385497466,Null
385508042,Null
385509456,Null
385511612,medium
385730586,good
425164403,medium
440234964,Null
446605484,good
446610399,Null
449006522,Null
449911004,Null
451162072,Null
451186648,Null
452282152,Null
051513290X,medium
553580388,Null
590598848,Null
590629719,good
671023616,Null
671027387,Null
684848783,Null
743486226,Null
786863986,medium
803251718,medium
804117934,good
140003180X,good
155874262X,Null
60987103,Null
151008116,good
375704965,good
525947647,good
804111359,Null
1558744150,Null
435272683,medium
316782505,Null
006102063X,Null
60013117,Null
60199563,Null
006052779X,Null
60563079,good
60809027,medium
61040967,Null
61050474,medium
61052515,good
61052523,good
64472264,Null
140620664,good
312148267,Null
312156960,good
312890044,good
034543191X,good
373836023,medium
375751513,good
375801677,Null
375814248,Null
375823352,good
037582345X,good
375823468,good
380730448,good
380973839,good
385327773,Null
394586239,good
439510112,good
440241413,Null
451409256,Null
451523415,good
451526279,good
451526341,good
486415864,good
553280589,good
571197639,good
670035262,Null
679423079,Null
679751343,medium
684833395,good
743245024,good
749748001,medium
749748028,good
963094424,Null
1401201172,good
1563892278,good
1563898586,Null
156971620X,good
1592571301,Null
374270325,Null
375719180,Null
440235502,good
044023722X,Null
1573225487,Null
1853260673,Null
60977477,good
345391691,Null
520011171,medium
553278746,Null
670856045,medium
872200760,good
937858994,good
671649949,medium
590431110,medium
64470113,medium
553571486,bad
972044205,good
312963009,medium
345430476,good
345435869,medium
380728729,good
038081840X,medium
449912302,Null
055329198X,medium
671018930,Null
812541642,medium
312988699,medium
486282112,Null
8483007010,medium
670815373,good
385313748,good
1575843366,medium
684193957,Null
345371984,good
380730138,medium
1573228737,good
9681500555,Null
380711109,medium
452283914,good
425120279,Null
067153484X,medium
380728273,Null
8433914545,good
8484509141,bad
446606197,Null
771076002,good
771088191,Null
1559703237,good
3596214629,Null
62770500,medium
671847546,medium
60188731,Null
140374248,good
142001740,good
195086295,Null
312995423,Null
380704587,Null
380815923,Null
385416342,good
385418493,Null
038542471X,Null
425098109,medium
449005410,good
449202631,good
449207544,good
515128554,Null
517577402,Null
590450875,good
590481371,good
067103619X,Null
684177730,Null
684180200,Null
743411269,Null
743470389,medium
076218857X,good
767905938,good
800706544,Null
801096677,Null
849953014,Null
891091963,medium
915811537,medium
927545373,Null
1575024179,Null
1880185008,medium
140345809,medium
156528207,good
380012863,good
451154916,bad
785815147,good
875421288,good
1567184294,good
156718796X,good
1862047626,good
20437501,Null
198320264,Null
373196989,medium
373245580,medium
451527747,good
671867113,Null
812504208,good
60173289,Null
60973897,Null
006101351X,Null
140104682,medium
312143370,medium
316666343,good
039456894X,Null
440224675,Null
449002632,good
449213773,medium
452279690,Null
553569058,Null
679427430,Null
679725393,good
802114369,good
803233019,Null
819154946,good
897322339,medium
940322978,bad
1573225126,medium
1579651658,good
1878424319,Null
8401351421,Null
8423324311,Null
8427007450,Null
8429734996,Null
8429736131,Null
8440616252,Null
8472224260,Null
8472227421,Null
8474103347,medium
8475960936,good
8477830029,Null
8478091246,Null
8478097732,Null
8478098267,good
8478800336,medium
8478884963,good
8483002523,medium
8486433193,medium
600586898,medium
1853260622,good
1857938011,medium
60804157,Null
8466601090,Null
140382658,medium
152012966,Null
312283784,good
345297709,medium
345313097,good
345335465,good
345416848,Null
385333404,medium
044021145X,Null
449212084,medium
553582682,medium
590947257,good
074345829X,Null
786913878,medium
801491827,medium
816729913,medium
843136685,Null
866119531,medium
866119566,good
870441663,medium
1561561428,medium
553210092,Null
553258524,good
688163726,Null
1569471096,Null
055358099X,Null
316168815,good
014023828X,Null
316314927,Null
345424719,Null
375414746,Null
375726403,Null
385503857,good
425156842,good
440226104,Null
452277337,Null
553802488,Null
671021001,Null
767903579,medium
805063897,good
679777431,good
553285343,medium
486285529,medium
671002481,Null
812523385,medium
895774666,Null
20199090,Null
385495145,medium
679733825,good
842329129,Null
345451260,medium
740700235,Null
380973545,Null
393321576,good
743424425,good
786868015,Null
446610178,medium
684854953,medium
743229878,Null
380617625,medium
380732335,medium
385337132,good
440235057,medium
445402040,bad
618119760,medium
871138646,good
26329859,good
60621257,Null
60915544,good
60917016,good
60925000,good
60932759,Null
61000280,Null
192815318,Null
312195516,good
380792664,Null
393048977,medium
399137807,medium
039914739X,medium
451203046,good
451410556,Null
451523318,good
486281965,medium
486292940,good
051762639X,Null
684824442,good
743458303,Null
081296666X,medium
819215635,Null
880011025,Null
1561011525,Null
1877727083,good
486206173,medium
312278586,Null
8845229041,medium
887641486X,medium
140370900,medium
674511255,good
30096189,good
312965745,medium
345374657,good
395710901,medium
080521061X,good
823032612,Null
679310002,good
312288115,medium
316171107,bad
380710218,Null
515118656,Null
553289063,Null
671000306,Null
671673688,Null
1561672033,good
425178242,good
618173870,Null
156027321,good
375403582,good
385721420,Null
451202341,Null
743418190,Null
385335407,Null
965746828,good
60923245,good
486272664,medium
786015276,Null
60913509,medium
553272837,Null
440225078,good
312145543,Null
425181111,Null
380732688,good
140286276,Null
373484100,Null
449907481,Null
553107305,good
080213825X,medium
515127833,Null
345441133,Null
515134279,good
945586051,medium
385490992,Null
385424728,Null
312980388,good
590419625,Null
385472951,Null
451195663,medium
425182878,Null
553564528,Null
055356451X,Null
743412621,good
849943728,Null
849943450,good
084994371X,Null
590406019,good
20442408,good
553225987,medium
042517736X,medium
671868713,good
038549825X,good
553202294,good
345313860,Null
345369947,Null
067170124X,medium
345353625,medium
308102282,Null
006017143X,good
805056491,Null
679401377,Null
1562827049,good
385306032,medium
816152446,medium
821772953,Null
345379454,good
553576925,Null
743206053,Null
688169678,medium
439319552,Null
590870157,Null
307001164,good
440441501,good
590687301,medium
439061644,medium
439569842,good
307118703,good
590418858,medium
030720152X,Null
816728739,Null
865050880,Null
812519655,Null
812524853,Null
449211770,good
193072229X,good
812521129,good
345251733,Null
1400077826,Null
312995431,good
312312628,good
446394521,Null
590021117,Null
068484267X,good
553578693,good
380709260,good
807565288,Null
312986769,Null
345413377,good
345413369,good
679893105,good
61096091,good
345369068,good
451184718,Null
449209121,good
60938455,good
080411952X,Null
60575808,Null
60558865,good
767912918,good
553298860,Null
385335679,good
440122090,Null
671525832,Null
553279572,Null
61009059,Null
60930187,good
516076272,good
679450432,Null
821775863,medium
821770209,medium
670855758,good
553562819,medium
446364193,Null
446519138,Null
425179672,Null
61042943,Null
399144463,Null
965404560,Null
006015781X,medium
60930705,Null
312206763,medium
316116025,Null
156013967,Null
385314019,medium
743444167,Null
618231617,Null
1567920047,Null
811203220,medium
1573229148,Null
787955671,good
425174484,good
385496907,Null
446523992,Null
140185216,Null
684717255,Null
486272745,medium
8807120194,medium
62507249,Null
684801221,good
1576737357,Null
60083298,good
446672211,good
140293248,medium
807070718,good
743213831,Null
345305477,Null
61080519,medium
142000205,Null
316735027,good
193156146X,good
015600710X,good
62517856,Null
679767789,good
449911683,good
425169626,good
449207757,Null
449245691,Null
140029400,Null
140021566,medium
2253004022,medium
2253005274,medium
225300670X,good
2266084372,good
2070362388,Null
2266029460,good
2253007102,good
2070417743,good
2266033689,good
2070384349,good
207053880X,good
2070334368,medium
2290314951,Null
229000510X,Null
3492207006,good
3499177757,Null
3889774016,Null
3502670005,Null
905762487,Null
3499222604,Null
3746670055,Null
140620427,good
3596144434,medium
3442724686,Null
385504209,good
446525502,good
385500769,Null
399147012,medium
670892963,Null
688180639,medium
316789089,Null
451197275,good
425184129,Null
151001006,good
385505833,Null
679442790,Null
525943862,good
609605925,good
60191929,Null
743206045,Null
684864843,Null
684867818,Null
743406176,Null
380978539,good
679603352,Null
679410430,good
446523569,good
671042556,good
679450440,good
140107649,good
609606727,good
446527793,good
446531332,Null
1570717257,Null
60192631,medium
385420161,good
345339711,good
052594463X,medium
039304016X,good
399147128,Null
670031046,good
394574745,good
316969443,Null
743230051,Null
316693200,Null
684868911,good
842336214,medium
399148582,Null
684864320,good
525944834,good
345428900,good
451176812,Null
671525794,Null
718144538,medium
446602086,medium
394551427,good
64407667,Null
7100221,medium
2253148539,good
2253043974,Null
2020315491,good
747549923,Null
743462335,good
140253580,good
947782141,Null
057120354X,medium
349101779,Null
743222229,good
185479549X,good
140292918,good
1854795554,good
1858813093,medium
2871290911,medium
198604025,medium
1842151053,Null
2253063339,good
1860198597,Null
767908473,Null
1842040154,Null
140622063,good
571209521,medium
2264009306,Null
1841952931,good
890877564,good
1405200677,good
416196772,good
747538069,good
375501347,Null
60927240,Null
316776963,good
156341029X,good
60934719,good
1886383421,bad
1888451084,medium
451450256,good
1555835953,bad
395877563,good
962893862,medium
1555834531,medium
393318435,Null
889740828,good
1563410443,good
1563899388,Null
1563411148,good
553579681,Null
553579673,medium
451181379,Null
786889160,good
345370740,medium
553574175,medium
553574167,medium
553574159,medium
312287240,good
679801146,Null
446300101,Null
821750410,Null
425142485,medium
451456548,medium
60006048,medium
312906552,good
440117291,good
425049981,good
374386676,good
786886463,Null
345395379,Null
380788497,good
307215342,medium
374343381,medium
345403339,good
440226694,Null
440219604,good
767903285,medium
345429176,good
038529929X,Null
1573229571,Null
345418778,good
517201658,good
743211383,medium
039914370X,Null
1884777805,good
312977905,Null
812521331,Null
451205421,Null
894342789,medium
440218535,Null
449207595,good
8806142267,medium
670844594,good
039457513X,medium
394559487,medium
804001944,medium
590897985,good
689832877,good
689829698,good
439042917,good
64409457,medium
64405052,good
043922165X,good
152162445,good
152162577,good
015216250X,good
1562477528,good
439221676,Null
439221684,medium
439221714,bad
439221706,bad
439221730,bad
440415993,good
895872102,Null
068983585X,medium
345391802,good
440219078,good
185424597X,good
2080105434,good
349913358X,medium
3257201761,medium
3404121686,Null
3404118960,good
345356578,good
345346971,Null
753804700,Null
451155750,Null
786890436,medium
415928087,Null
521427150,Null
812923278,Null
884111342,medium
345428544,Null
671694049,Null
080901582X,Null
449006557,medium
373250339,Null
380820447,Null
385497679,Null
451454243,Null
941423042,Null
373871562,good
553101439,Null
898151910,Null
835949362,Null
880701102,Null
039914563X,Null
312853238,good
688048730,good
425161722,medium
385493800,Null
849916399,Null
1928791107,Null
067175145X,medium
440211727,Null
877192820,Null
380002450,Null
793133955,Null
394178017,Null
425134350,good
385479689,Null
380754851,Null
380538504,medium
044661162X,Null
671742566,medium
515122408,Null
440222818,Null
451204050,medium
038533334X,medium
449131548,good
440120470,medium
451188209,medium
440130913,good
449001954,good
345404777,medium
451185277,medium
440224829,medium
671779338,good
515134368,medium
380759497,Null
3442098424,good
394578791,Null
1558505377,good
373245696,bad
743201078,Null
068983571X,good
553256785,good
892967994,good
61064505,medium
1551668785,Null
836230868,Null
381999866,good
380817144,Null
380752115,good
553212583,good
446364762,medium
425166619,Null
061312975X,Null
765341972,medium
590514776,medium
373037430,good
64472779,good
553581279,Null
373750013,good
393030342,good
553561618,Null
312422156,good
425139069,bad
450029956,good
130139165,good
373196741,bad
451524489,good
140065172,good
044022165X,Null
373123485,medium
373123108,good
590225170,good
399143165,medium
044132231X,good
425124347,Null
786889705,medium
312282990,good
425137945,medium
042512892X,medium
425113892,medium
394820371,good
449134482,Null
014036336X,good
375821813,good
812516826,medium
345348036,good
679420118,good
871137380,Null
741409690,good
741407213,good
759612277,good
741402858,good
1585007366,good
074141127X,good
741403471,good
741403781,good
741403056,good
741405784,good
741402912,good
553568760,medium
034538184X,Null
140620125,good
140620109,good
375420827,Null
671745530,good
805062971,good
553211412,good
671510053,Null
1573229385,medium
945397410,good
385334036,Null
60914653,good
345347536,Null
055321313X,good
3473540420,Null
375507256,good
60529709,medium
876850867,good
140274154,Null
679743464,good
375704027,Null
874067391,good
590484753,good
451527038,good
1590520777,Null
590484672,Null
975311255,good
743237188,Null
553586122,Null
553584510,Null
345341201,medium
1551662744,Null
440175623,good
440216842,medium
345443284,Null
553285653,Null
394800133,good
60972777,Null
64401472,Null
156001942,good
055326382X,medium
345418018,Null
684801469,Null
393961192,Null
9997522052,Null
872203492,good
312420145,medium
911104542,good
375401318,good
140253602,medium
671789422,good
1566193966,good
014016930X,Null
140077022,Null
679732764,good
553273604,medium
553273914,good
60256672,good
039592720X,good
1859671500,good
810935627,medium
60928336,Null
671003755,Null
553268449,Null
684844729,Null
395051649,Null
375705228,good
038001503X,good
835607860,Null
158574218X,medium
806996021,Null
440215625,good
316777730,good
375501851,medium
877733759,good
805019367,Null
140070206,good
140236589,medium
140042393,good
1590520653,Null
1590521994,Null
3446202218,medium
3499134446,good
067142517X,Null
671726889,Null
446601241,Null
451124340,good
345384466,Null
446604801,Null
345422392,Null
679734775,Null
440414717,good
689715625,Null
812539389,good
152013369,medium
425124819,Null
345409469,good
1558747346,Null
373250177,medium
763615382,bad
965975401,medium
141001771,Null
068930935X,Null
451523369,Null
786884622,medium
449005569,medium
671027344,good
8885989632,Null
786927089,good
684831058,Null
006019491X,good
684819066,good
375420673,Null
140368558,good
395353416,good
66211611,Null
312254164,Null
3453147243,Null
3746611229,bad
3492229336,medium
3453177800,medium
3423009152,bad
3596133319,medium
3822813397,Null
3426871874,Null
3453171977,good
3423620005,good
034537522X,Null
345375211,Null
034545829X,good
140042520,good
380789035,good
446677574,good
345358791,Null
60964049,good
380558483,Null
1558171398,Null
425121046,Null
441317502,medium
804102279,Null
812551389,good
345298985,good
345316991,Null
034531042X,medium
345310306,Null
345310292,good
034531011X,medium
679734058,medium
451130448,medium
553266500,Null
440206154,Null
345370775,Null
441366945,Null
553574833,medium
915950839,medium
60242388,medium
452265347,medium
743457943,Null
373484224,Null
553205757,good
60171510,good
312421001,good
786000988,good
380789019,good
451135989,Null
380018179,good
679004785,Null
684825821,Null
517395754,Null
067101420X,medium
679457313,Null
394557433,good
553571656,good
312169787,good
942257324,good
805008950,medium
786866276,Null
151000638,Null
140266771,Null
015644450X,good
679723420,good
441004016,good
671500546,medium
140620338,good
460878263,medium
3257061269,good
3453210999,Null
3404126661,medium
3453177622,medium
3453863593,good
3499108518,Null
3518367064,Null
3453199766,good
3746670144,medium
3453088433,medium
425137015,medium
553572490,Null
553576976,Null
451450604,medium
441001335,good
451454677,medium
373257074,medium
441435351,good
373092237,medium
373057296,medium
373058446,medium
349103232,Null
571197779,Null
679745653,Null
571200389,Null
785268480,good
014044503X,good
851707777,good
6276199,Null
551031123,Null
551030682,good
551032510,good
000649840X,Null
140431268,good
99771519,good
486265862,Null
067102535X,Null
876855575,Null
330376136,medium
140272658,Null
3407780028,Null
3407780117,Null
3257250398,Null
3257250053,good
3257250460,Null
3442435951,Null
3442435838,good
3608919724,Null
3453132262,good
379411664X,Null
340780573X,good
3407805853,good
385720920,good
385498721,good
972948503,Null
380813815,good
2070372294,bad
2264030542,good
30615321,good
836217632,good
140099832,Null
385314744,Null
316107417,good
894803700,Null
449221164,good
553801031,Null
590457225,good
316929190,medium
553052845,Null
140390693,Null
439404371,good
939766027,medium
679741011,medium
345307674,medium
425071421,good
345297687,good
766607119,good
1573225789,good
380754843,Null
345368940,good
345331605,good
425050807,Null
044100962X,medium
553296981,good
1895383129,medium
375724575,medium
067163884X,medium
553140434,Null
29087104,good
425050750,good
345285549,medium
345290240,good
345301870,medium
451169530,good
067168390X,good
385335881,good
385335482,Null
553258001,good
671679627,bad
375704043,Null
373871279,good
373484070,good
805063889,good
068986020X,Null
671568809,Null
1573228567,good
553582658,Null
051513399X,good
373218400,medium
449217868,good
671573020,medium
517006456,Null
786867086,good
1569471800,Null
374216495,medium
312274572,medium
316825336,Null
871137631,Null
679419152,good
60192895,medium
826308791,good
140259198,Null
345435249,Null
441003257,good
8850200005,Null
451202503,Null
446606812,Null
671028375,good
451181468,Null
399149759,Null
345384733,medium
671759361,good
830724982,Null
399146008,Null
3442720001,medium
515132632,Null
044990671X,Null
688124402,good
929587081,Null
155970117X,Null
688105408,Null
871130297,Null
440500095,Null
1570362084,good
60930535,good
375702709,Null
044990928X,good
671038184,Null
60916508,good
756401453,good
963270702,medium
399242562,medium
552996009,Null
708881297,Null
142000663,good
590542443,good
590112899,good
590660543,good
345361792,good
552999512,medium
041619513X,Null
855030224,Null
861638522,medium
575073314,good
575073004,Null
394404289,good
000636988X,good
1578562333,Null
345458915,good
038531258X,good
006092988X,good
140317937,good
743225406,Null
553256696,good
785263780,good
802433243,good
375413081,good
1400034779,good
038533303X,medium
451163753,Null
440414520,good
786885688,Null
671880187,good
1558506454,good
895773538,Null
385247745,good
385293542,Null
802069347,medium
671721038,medium
671311891,good
345387007,Null
037570504X,Null
767902521,good
892967048,Null
553377868,good
472113658,Null
609608444,good
670032425,Null
915811332,good
1558744606,Null
080410753X,Null
451526503,good
345325818,good
044023767X,good
014131088X,good
043909013X,good
140244824,medium
155643068X,Null
096478260X,Null
155643152X,Null
553346768,Null
884043142,good
743221990,Null
312983212,Null
553486411,good
3478088534,medium
3821807059,Null
865532168,good
059040640X,medium
1566197155,medium
805210318,good
031227999X,good
385508417,Null
385510438,good
848705459,good
380723638,Null
718001044,medium
307132668,medium
812515722,medium
373169876,Null
890842795,Null
385324057,Null
9505470010,Null
609602535,Null
425185710,Null
61030651,Null
425178773,medium
553575619,Null
671578391,medium
425095584,medium
451409086,medium
031298250X,Null
006109594X,medium
671527215,good
486203077,good
2894850743,medium
671522817,medium
618074716,medium
1400062888,medium
618045996,good
312303033,medium
1931520038,good
671318314,Null
553377876,medium
1558612815,Null
014025448X,Null
60934417,good
671793489,good
174434642,good
679772677,good
312983824,Null
449149676,Null
449006344,Null
553568183,Null
451191153,good
440224624,Null
451523067,good
743418174,good
451526295,Null
440214424,Null
451187903,good
385491050,Null
671036505,Null
553213504,good
446605891,medium
394758285,good
671004565,Null
345370805,Null
375703055,Null
156006529,medium
446673544,medium
140256369,Null
312243022,Null
316789844,Null
679761837,good
385490445,good
380725398,medium
345316770,medium
375700757,Null
70212570,good
385480016,Null
61098361,medium
61093092,medium
821758950,good
679729917,good
451411013,Null
446611239,Null
553580078,Null
425189414,medium
812909372,medium
451410912,good
8481301132,medium
316781266,medium
486280616,good
743405978,good
671032658,good
446607835,good
451402103,good
373250223,Null
380817683,Null
671701053,Null
671000381,medium
006101253X,medium
671689231,Null
380814021,Null
373711026,medium
373710992,medium
373711107,Null
440217806,good
373711123,Null
373711115,Null
373711131,good
61098795,Null
791423549,good
375725784,Null
465016146,good
465016103,Null
373226519,Null
380012774,good
225313922X,good
142004030,good
452281784,medium
375704558,medium
038533656X,medium
743230213,medium
345436911,Null
452284481,medium
802135196,medium
440217520,Null
373834985,medium
679450548,Null
451135555,Null
345339703,good
038039586X,good
670030643,Null
60929596,good
3499232871,medium
374516901,good
440131480,good
609600745,good
375707425,medium
3453151933,good
231105592,bad
590317822,Null
014056232X,good
590447319,medium
440940001,good
440401119,good
440203155,good
812565959,good
034536628X,Null
880387483,Null
880387300,medium
425163385,Null
743444051,Null
61056103,good
671042262,good
425157539,good
553585681,Null
553585118,medium
886777690,medium
743212002,Null
3426650754,medium
1854877178,Null
380803526,Null
373152655,medium
451404033,good
1583140352,Null
1854879073,Null
821728326,Null
037348397X,good
380773155,Null
3404100263,Null
679731148,Null
2070417700,medium
2070360075,good
786889373,good
2207245810,good
2207250474,good
2290331406,good
2070426815,medium
2290305251,good
2070364283,Null
2266128566,Null
2070363104,good
2253152277,good
2207252000,good
2253170453,good
2723409821,good
2070415686,Null
2258036992,good
2207251756,good
2266000489,good
2070360423,medium
394822862,Null
874493803,Null
1569870942,Null
1579730272,medium
307177092,medium
2253004898,good
812094271,good
380600129,Null
451522389,Null
425169324,medium
082176828X,medium
316693324,Null
553283685,good
1841215457,Null
64410358,Null
7108648,Null
64472930,medium
590629824,medium
743412273,good
8420725927,Null
140089586,medium
316140651,medium
1559277785,medium
345367898,good
205280854,good
553110721,good
1558534245,good
553580272,Null
1560980087,good
679412271,good
803281730,good
345396529,good
440455332,good
1860462995,good
679452281,good
811807150,good
393029190,good
385425686,medium
312169655,good
785324712,good
449912558,good
934257345,good
312205872,good
670867144,good
805051732,good
449300021,good
684835983,Null
440226430,Null
385721358,good
031231616X,Null
764504509,Null
089480829X,good
767912233,Null
971453217,medium
971453209,Null
785268030,Null
743201736,good
894805770,good
440177499,good
553232053,bad
312269102,good
62502174,good
688177751,Null
345438329,Null
345401123,medium
1593160151,good
1593160127,good
451209435,Null
1551669501,good
375707972,Null
618126988,good
60094850,medium
60192305,good
142000361,Null
872860175,good
031219126X,good
20518609,good
345446860,Null
446310492,good
037348285X,good
515090506,Null
399145087,Null
812590244,medium
963641328,good
1574551108,good
879739304,Null
965712516,Null
670829943,Null
60192119,Null
836218256,good
898707129,Null
805420460,Null
140140352,good
1575666529,medium
312990456,good
440221102,good
316969680,Null
8807015293,bad
881787017X,Null
449207463,medium
689109865,medium
3518368540,Null
312423209,Null
141180633,Null
140283382,Null
786248688,good
773762078,medium
884041093,Null
884040801,Null
786887842,Null
450542912,Null
192817264,Null
751522732,good
91850401,Null
1853260312,Null
140016821,Null
440418569,Null
786014210,good
441005667,Null
553259830,medium
312965338,medium
1888740051,good
61008028,medium
1931646384,good
399501487,Null
157566559X,medium
3423125551,Null
60514949,medium
425188361,Null
66210151,medium
395177111,good
375411992,Null
60287802,Null
3442730066,good
394718968,medium
192820753,Null
671744003,Null
3596129389,medium
915308789,Null
3423620196,medium
743203313,Null
425177173,Null
425172554,good
440224764,Null
553572997,Null
034543076X,Null
380727501,Null
312423799,good
743249887,good
316089745,good
037542217X,good
345440773,medium
440208912,medium
61093106,medium
373218192,Null
515120006,Null
515127396,medium
345433084,Null
345416260,Null
385494785,good
385486804,good
385512104,good
1555973981,good
451180208,Null
089587198X,medium
198811020,Null
525237704,good
039914255X,medium
340649763,Null
440236673,Null
553295071,medium
316291161,good
449208397,Null
1590171012,good
60505273,good
752999958,medium
702229962,Null
679771476,Null
684848597,medium
031215125X,Null
64405176,Null
684821192,medium
61056871,medium
590988301,medium
883659654,medium
440235162,Null
076790382X,Null
330357808,medium
425158616,Null
676974562,Null
307001385,good
595157939,medium
702231088,medium
140143599,Null
62502182,good
60175400,good
1573221775,Null
913367044,Null
1888698357,Null
913367176,good
933121245,medium
312168144,good
451528182,medium
671537458,Null
786014741,Null
517573822,Null
877732906,medium
743437810,good
385240406,Null
60116188,Null
394742591,medium
517149257,good
374517886,Null
850315336,medium
312964854,medium
743222008,Null
684863324,good
618127453,good
884053660,Null
812590236,medium
515127221,good
425161242,Null
451200993,Null
679765123,Null
312982194,good
451195922,Null
425169863,Null
345380371,Null
446609323,Null
316690619,medium
446610038,Null
155143234X,Null
891074759,medium
449222276,Null
440224608,Null
451201558,Null
61032077,Null
2253004243,good
679459626,Null
812566629,Null
816614024,good
3518390473,bad
340414578X,good
3596113350,medium
3453189442,good
3462031252,Null
671001701,Null
782125557,medium
1555217532,medium
843943769,Null
553583085,Null
1892051001,medium
805019375,Null
1587991039,good
1587214768,good
802130496,medium
1857931467,medium
380717085,good
380712172,Null
380706725,good
767904281,medium
1558747478,Null
440512158,good
130179620,Null
273649949,Null
72453907,Null
130305065,Null
130219193,Null
28626958,Null
1884822738,medium
140272941,Null
375700382,Null
6550789,Null
140004424,good
812517032,Null
385492081,good
451524829,good
877287384,good
465090974,Null
1931412677,medium
670848549,good
684829746,Null
425130215,Null
8420444782,bad
8489618844,good
61000175,Null
312971362,Null
61097659,Null
006017935X,medium
067976402X,Null
1558532161,good
3125918103,Null
64408329,bad
743457358,Null
743456866,Null
440235464,medium
312251890,Null
440227739,good
345425707,Null
765342294,good
451821971,good
670894494,Null
60394447,Null
385508980,Null
037541181X,medium
006093395X,Null
385491328,Null
345434692,Null
553131893,medium
374177023,medium
076790351X,medium
452280907,Null
425167313,Null
316314641,good
034540288X,Null
61073091,good
786808772,Null
553234609,good
553258540,good
802713661,medium
440237688,good
679884394,good
1582970262,good
1566091446,medium
553577395,Null
671698419,good
425167720,Null
006105660X,good
609610597,Null
446519960,Null
374281602,medium
140251839,good
399519831,Null
425159795,Null
140255370,medium
394543971,medium
60970790,Null
156787334,Null
448095300,good
1569314195,good
60908548,medium
28606353,medium
316182540,good
553343874,good
881845906,medium
446355224,bad
61030953,bad
316919896,Null
553299506,Null
446611611,good
446604658,Null
553282476,Null
449212602,good
684867621,Null
451147375,medium
345413903,Null
451178033,Null
590634275,good
330294377,Null
61031569,medium
3257228007,good
553582143,Null
743202961,good
60002492,Null
399148620,good
786866462,good
679426159,Null
671020315,medium
316569321,Null
067169071X,Null
679732241,Null
451117670,Null
451402251,Null
042513301X,Null
1558175326,Null
449214982,medium
515090174,medium
515095826,Null
515111279,Null
671555235,good
1570719586,medium
3492232981,good
553580876,good
385475713,good
345290232,Null
345441753,Null
425045250,medium
689825234,good
553375407,good
1863714081,Null
151006903,medium
1931561281,medium
038080350X,medium
679744479,Null
8401466350,medium
1562477676,good
789414708,medium
425115801,good
345454073,Null
312983654,Null
671024248,Null
553582933,good
671034022,Null
440208149,Null
451151259,good
